masa_A
t x y
0.0 -6.355826893122973E-7 -0.02114446630964724
0.01654444444444448 0.0218245234575683 -0.021262243609866838
0.03308888888888896 0.04232758915333751 -0.021762542914387548
0.04963333333333333 0.06269599171759538 -0.022570207052140398
0.06617777777777792 0.08155753058831522 -0.023063857401305857
0.08272222222222206 0.0993240492859388 -0.022989288046860692
0.09926666666666653 0.11572042597676807 -0.02340065472747714
0.11581111111111102 0.13146546990699826 -0.02417566070949581
0.1323555555555555 0.14534227303708674 -0.024355834950444133
0.14889999999999998 0.1587880364273767 -0.024191463485138495
0.16544444444444445 0.17109949503485988 -0.02422505035986941
0.18198888888888895 0.18235452140234804 -0.025040067885730682
0.19853333333333342 0.19203849594905956 -0.025424573506373505
0.2150777777777779 0.2008747960206127 -0.025169433129278343
0.23162222222222215 0.20799830131349958 -0.025154151941561148
0.24816666666666662 0.2145884741770348 -0.025424099905585945
0.2647111111111111 0.22046590584314768 -0.025703458272137242
0.2812555555555556 0.2247653572487665 -0.025604678667810854
0.29780000000000006 0.2281525545300139 -0.025646296984540684
0.31434444444444454 0.23035046025028733 -0.025777113087579684
0.330888888888889 0.23131418993624897 -0.025917689279093187
0.3475444444444444 0.2311333979535956 -0.025734042888088532
0.36408888888888885 0.23105960304325196 -0.025630160125848234
0.3806333333333333 0.23042572148264218 -0.025675886850861918
0.3971777777777778 0.2296270517581375 -0.0258609908427668
0.41372222222222227 0.22827686146015586 -0.025678138129128683
0.43026666666666674 0.22693405857079227 -0.025558598585291595
0.446811111111111 0.22524950575383612 -0.02546055063647247
0.4633555555555555 0.22344163625418045 -0.025678676567834735
0.4799 0.22145117659568248 -0.025583629759992288
0.49644444444444447 0.21931774511986038 -0.025427480815837525
0.5129888888888889 0.21705029665604092 -0.025345494362507284
0.5295333333333334 0.21464243824001308 -0.025611040189865097
0.5460777777777779 0.2119799765651656 -0.02547245670858253
0.5626222222222224 0.20917168542241643 -0.02534501695047553
0.5791666666666668 0.20631444959438855 -0.02531248147579919
0.5957111111111111 0.20318043953442283 -0.025396592014736902
0.6122555555555556 0.2001114657598079 -0.0254394750926379
0.6288 0.1971040216897352 -0.025200029851283848
0.6453444444444445 0.19377304396727618 -0.02524760122024773
0.6618888888888891 0.19025797783310022 -0.025348851375473783
0.6784333333333336 0.1864297413314564 -0.025328665863199512
0.694977777777778 0.18251624404059208 -0.025031506552899402
0.7115222222222225 0.17876169737687622 -0.02501942882552277
0.7281777777777778 0.17447073334683705 -0.025016392672338655
0.7447222222222223 0.17009352098300462 -0.024926614222515492
0.7612666666666668 0.1658188864448712 -0.02477570138463167
0.7778111111111112 0.16129754626646176 -0.02472409122711311
0.7943555555555557 0.15659656033540215 -0.024711768238244003
0.8109 0.1518645172802795 -0.02466545473980998
0.8274444444444444 0.14686231909234254 -0.02446123938833447
0.8439888888888889 0.1420536215370301 -0.024278103457365086
0.8605333333333334 0.13713267413093116 -0.024354281807875577
0.8770777777777778 0.13196117153297732 -0.024423708788287757
0.8936222222222224 0.1265142158407887 -0.02421788340493089
0.9101666666666669 0.12112407404627529 -0.02407599299930599
0.9267111111111114 0.115801413020576 -0.024116021444186897
0.9432555555555558 0.11000571146444449 -0.023980699969590596
0.9598000000000001 0.10424150478127292 -0.02396908126783466
0.9763444444444446 0.09833916817860311 -0.023695096037750732
0.992888888888889 0.0922636319013363 -0.02356082740087896
1.0094333333333334 0.08603217374464006 -0.023649573763121837
1.025977777777778 0.08002014012193032 -0.02356805966137912
1.0425222222222224 0.07390792323687673 -0.023437425978884194
1.0590666666666666 0.06770767625511759 -0.023203580720463204
1.0756111111111109 0.06143918838168427 -0.02330758874399874
1.0921555555555555 0.05506301735608532 -0.023310479298906964
1.1086999999999998 0.048711487051725455 -0.023214456980002823
1.1252444444444445 0.04196518271567162 -0.023022164006494997
1.1417888888888887 0.03551486795070452 -0.02297224531729178
1.1583333333333334 0.028947151494111367 -0.023104404432502737
1.1748777777777777 0.02225260167625015 -0.02303982853986207
1.1914222222222224 0.015305762161297143 -0.022934637532678825
1.2080777777777776 0.008504081484132342 -0.022953015151334466
1.2246222222222223 0.001311943815696881 -0.02287380669623501
1.2411666666666665 -0.005633562315483287 -0.022979213611019317
1.2577111111111112 -0.012897517460601526 -0.02296801024800206
1.2742555555555555 -0.01997168679757877 -0.022848661249825403
1.2908000000000002 -0.02750613920751216 -0.02282253608090662
1.3073444444444444 -0.03470868005881844 -0.022904570349354045
1.3238888888888891 -0.042257343995402596 -0.022967040513987944
1.3404333333333334 -0.05002576228281508 -0.022806620270043154
1.356977777777778 -0.057800594747222545 -0.022854943348720666
1.3735222222222223 -0.06567385466043563 -0.022806484135967142
1.3900666666666666 -0.07376801725854898 -0.02286690655837033
1.4066111111111108 -0.08179761230591909 -0.02283640347374062
1.4231555555555555 -0.08992421920557547 -0.02287015450164097
1.4396999999999998 -0.09815255319150906 -0.022838280436929703
1.4562444444444445 -0.10704981261293078 -0.022828241751331996
1.4727888888888887 -0.11543110680286084 -0.02286048094965548
1.4893333333333334 -0.12388452138570016 -0.022937593164087458
1.5058777777777776 -0.13297394156521036 -0.022975156656120793
